School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Percent_LandCoverTotal,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,StudentEnrollment_mean,Staff,Student_Staff_Ratio,Diversity_Index,Students_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi
33751800000000_1809,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.22,NA,66503,64,NA,27.85,NA,NA,NA,57.91,31.72,31.74,39.5,0,1,0
33751800000000_1810,0.24,0,91.67,0,8.33,100,41.1,NA,66503,64,NA,27.85,NA,NA,NA,57.91,31.72,31.74,39.5,0,1,0
33751800000000_1811,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.22,NA,66503,64,NA,27.85,NA,NA,NA,57.91,31.72,31.74,39.5,0,1,0
30665200000000_1829,0.24,0,98.75,0,1.25,100,36.16,NA,118704,66,NA,10.59,NA,NA,NA,31.23,22.48,40.61,22.35,0,1,0
33671200000000_1847,0.24,0,93.05,0,6.95,100,39.49,1993,46522,49,NA,25.82,NA,NA,NA,73.18,31.72,29.55,52.35,0,1,0
33671200000000_1848,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.49,1993,46522,49,NA,25.82,NA,NA,NA,73.18,31.72,29.55,52.35,0,1,0
33671200000000_1849,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.49,1993,46522,49,NA,25.82,NA,NA,NA,73.18,31.72,29.55,52.35,0,1,0
19647700000000_1863,0.24,0,100,0,0,100,39.3,NA,58101,39,NA,17.07,NA,NA,NA,60.14,34.92,54.21,25.05,0,1,0
19734400000000_1874,0.24,0,100,0,0,100,38.96,NA,27209,89,NA,15.08,NA,NA,NA,66.54,34.92,62.01,20.15,0,1,0
19644400000000_1950,0.24,1.12,85.46,0,13.41,100,38.95,NA,NA,70,NA,11.88,NA,NA,NA,43.76,34.92,44.11,17.2,0,1,0
33670900000000_1987,0.24,0,93.93,0,6.07,100,40.33,1958,NA,48,NA,11.86,NA,NA,NA,38.86,31.72,63.21,28.7,0,1,0
56724500000000_2082,0.24,12.82,72.69,0,14.5,100,39.86,2006,75707,60,NA,18.47,NA,NA,NA,41.52,26.69,39.8,26.65,0,1,0
30664800000000_2126,0.24,0,100,0,0,100,37.65,NA,127614,43,NA,NA,NA,NA,NA,34.38,22.48,42.83,NA,0,1,0
15638300000000_2138,0.24,0,71.07,0,28.93,100,39.66,1993,NA,29,NA,NA,NA,NA,NA,62.2,27.08,43.26,NA,0,1,0
30667500000000_2159,0.24,0,98.55,0,1.45,100,36.29,NA,133438,55,NA,NA,NA,NA,NA,39.42,22.48,46.62,NA,0,1,0
33670660000000_2219,0.24,0,100,0,0,100,41.03,NA,41759,0,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,0,1,0
30666000000000_2234,0.24,0,100,0,0,100,38.09,1998,99190,23,NA,NA,NA,NA,NA,32.3,22.48,48.25,NA,0,1,0
33670660000000_2281,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.03,NA,41759,0,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,0,1,0
30664700000000_2292,0.24,0,100,0,0,100,37.4,NA,74750,54,NA,NA,NA,NA,NA,50.98,22.48,43.48,NA,0,1,0
19102000000000_2303,0.24,0,97.78,0,2.22,100,39.6,1999,79009,100,NA,NA,NA,NA,NA,31.7,34.92,57.86,NA,0,1,0
33103300000000_2305,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.28,NA,60469,65,NA,NA,NA,NA,1894.5,57.33,31.72,60.28,NA,0,1,0
16101700000000_2375,0.24,0,99.29,0,0.71,100,40.78,1983,33500,100,NA,NA,NA,NA,NA,108.13,42.51,62.67,NA,0,1,0
36679000000000_2418,0.24,0,100,0,0,100,37.26,NA,81016,0,NA,NA,NA,NA,NA,52.43,34.44,54.21,NA,0,1,0
19743300000000_2455,0.24,0,99.83,0,0.17,100,39.73,NA,NA,0,NA,NA,NA,NA,NA,54.29,34.92,76.27,NA,0,1,0
33670800000000_2463,0.24,0,96.51,0,3.49,100,42.01,2015,69000,92,NA,NA,NA,NA,NA,69.67,31.72,28.2,NA,0,1,0
33103300000000_2500,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.77,NA,89485,65,NA,NA,NA,NA,1894.5,57.33,31.72,54.83,NA,0,1,0
19734400000000_2520,0.24,0,100,0,0,100,40.97,2015,68219,89,NA,NA,NA,NA,NA,96.18,34.92,72.95,NA,0,1,0
36677100000000_2565,0.24,0,97.83,0,2.17,100,39.59,NA,81875,82,NA,NA,NA,NA,NA,48.82,34.44,47.97,NA,0,1,0
19648400000000_2588,0.24,0,100,0,0,100,38.52,NA,94516,81,NA,14.78,NA,NA,NA,56.71,34.92,52.44,18.15,0,1,0
33672500000000_2612,0.24,0,30.13,0,69.87,100,39.96,1998,50417,83,NA,22.47,NA,NA,NA,62.02,31.72,19.64,26.15,0,1,0
36677100000000_2618,0.24,0,98.57,0,1.43,100,40.39,NA,43134,82,NA,15.04,NA,NA,NA,44.95,34.44,42.63,31.5,0,1,0
36677100000000_2636,0.24,3.08,75.07,0,21.85,100,39.1,NA,88869,82,NA,10.91,NA,NA,NA,47.11,34.44,45.97,20.05,0,1,0
36678400000000_2708,0.24,0,99.6,0,0.4,100,38.97,NA,NA,67,NA,9.88,NA,NA,NA,41.05,34.44,56,89.9,0,1,0
30666200000000_2716,0.24,0.46,98.17,0,1.38,100,39.01,NA,146389,10,NA,NA,NA,NA,NA,31.89,22.48,56.26,51.5,0,1,0
19753300000000_2723,0.24,0,100,0,0,100,33.73,NA,NA,3,NA,26.38,NA,NA,NA,13.27,34.92,47.34,3.65,0,1,0
30665200000000_2726,0.24,0,100,0,0,100,37.85,NA,83750,66,NA,40.17,NA,NA,NA,24.75,22.48,52.02,10.4,0,1,0
19647200000000_2728,0.24,0,100,0,0,100,39.14,NA,NA,71,NA,9.33,NA,NA,NA,49.03,34.92,66.58,27.55,0,1,0
19647200000000_2729,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.14,NA,NA,71,NA,9.33,NA,NA,NA,49.03,34.92,66.58,27.55,0,1,0
19642100000000_2742,0.24,0,100,0,0,100,38.24,NA,NA,71,NA,12.15,NA,NA,NA,48.36,34.92,43.62,20.9,0,1,0
33672000000000_2743,0.24,0,85.59,0,14.41,100,41.1,1994,NA,69,NA,14.2,NA,NA,NA,54.1,31.72,59.35,39.35,0,1,0
33670900000000_2780,0.24,0,95.63,0,4.37,100,38.82,2007,89485,48,NA,54.32,NA,NA,NA,57.33,31.72,54.83,21.6,0,1,0
30665200000000_2883,0.24,0,100,0,0,100,38.08,NA,44479,66,NA,42.76,NA,NA,NA,33.47,22.48,47.01,16.1,0,1,0
36677100000000_2903,0.24,0,100,0,0,100,39.77,NA,80500,82,NA,12.79,NA,NA,NA,62.8,34.44,50.37,39.7,0,1,0
56725600000000_2961,0.24,0,100,0,0,100,36.23,NA,NA,58,NA,17.83,NA,NA,NA,45.35,26.69,51.9,26.85,0,1,0
19734400000000_2995,0.24,0,100,0,0,100,39.97,NA,68281,89,NA,10.07,NA,NA,NA,114.33,34.92,73.27,15.85,0,1,0
19752900000000_3029,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.04,NA,NA,44,NA,23.42,NA,NA,NA,40.13,34.92,65.35,23.9,0,1,0
30664700000000_3101,0.24,0,100,0,0,100,37.66,NA,78365,54,NA,10.73,NA,NA,NA,40.37,22.48,46.24,21.6,0,1,0
30664700000000_3102,0.24,0,100,0,0,100,38.03,NA,78365,54,NA,10.73,NA,NA,NA,39.12,22.48,42.04,21.6,0,1,0
30665200000000_3292,0.24,0,99.1,0,0.9,100,36.67,NA,63533,66,NA,17.88,NA,NA,NA,34,22.48,36.28,16.75,0,1,0
54718400000000_3310,0.24,0.43,95.88,0,3.68,100,41.16,2005,65600,80,2372,40.34,58.81,NA,NA,61.64,28.45,33.84,NA,0,1,0
33669900000000_3328,0.24,0,77.84,0,22.16,100,37.91,2003,118750,89,NA,11.35,NA,NA,NA,48,31.72,32.46,20.95,0,1,0
36677100000000_3391,0.24,0,100,0,0,100,40.58,2002,75820,82,NA,17.07,NA,NA,NA,50.52,34.44,41.01,36.15,0,1,0
33751800000000_3429,0.24,0,94.37,0,5.63,100,39.92,NA,87117,64,NA,34.87,NA,NA,NA,57.83,31.72,23.83,22.4,0,1,0
30664600000000_3447,0.24,0,82.75,0,17.25,100,37.66,2000,NA,58,NA,7.54,NA,NA,NA,17.93,22.48,30.43,13.05,0,1,0
30665100000000_3566,0.24,0,100,0,0,100,39.01,NA,58505,27,NA,13.58,NA,NA,NA,29.11,22.48,59.73,12,0,1,0
19642800000000_3581,0.24,0,100,0,0,100,39.05,NA,79524,75,NA,19.57,NA,NA,NA,71.92,34.92,47.51,30.9,0,1,0
19642900000000_3607,0.24,0,100,0,0,100,39.58,NA,42200,89,NA,19.6,NA,NA,NA,66.86,34.92,59.56,24.2,0,1,0
36677100000000_3610,0.24,0,98.66,0,1.34,100,40.05,NA,66597,82,NA,17.71,NA,NA,NA,25.14,34.44,43.09,41.8,0,1,0
19646300000000_3671,0.24,0,100,0,0,100,37.77,NA,121705,49,NA,9.25,NA,NA,NA,86.03,34.92,41.93,48.85,0,1,0
19646300000000_3672,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.77,NA,121705,49,NA,9.25,NA,NA,NA,86.03,34.92,41.93,48.85,0,1,0
19734400000000_3678,0.24,0,98.04,0,1.96,100,39.86,NA,96053,89,NA,14.5,NA,NA,NA,115.45,34.92,51.26,18.85,0,1,0
19734400000000_3681,0.24,0,100,0,0,100,39.86,NA,NA,89,NA,14.5,NA,NA,NA,115.45,34.92,51.26,18.85,0,1,0
36677000000000_3708,0.24,0,97.85,0,2.15,100,37.24,NA,77750,38,NA,19.66,NA,NA,NA,35.03,34.44,40.44,15,0,1,0
30666200000000_3710,0.24,0,99.6,0,0.4,100,39.23,NA,NA,10,NA,18.26,NA,NA,NA,36.65,22.48,61.45,21.95,0,1,0
30666200000000_3711,0.24,0,100,0,0,100,39.33,NA,NA,10,NA,18.26,NA,NA,NA,36.65,22.48,61.45,21.95,0,1,0
36677100000000_3718,0.24,0,100,0,0,100,40.08,NA,NA,82,NA,13.62,NA,NA,NA,62.8,34.44,41.67,27.4,0,1,0
33670800000000_3719,0.24,0,74.43,0,25.57,100,39.72,NA,NA,92,NA,57.25,NA,NA,NA,50.53,31.72,32.39,33.15,0,1,0
30666100000000_3724,0.24,0,99.23,0,0.77,100,36.05,NA,79159,35,NA,20.14,NA,NA,NA,28.23,22.48,51.36,27.45,0,1,0
56726000000000_3733,0.24,0,96.89,0,3.11,100,41.72,NA,130966,60,NA,8.56,NA,NA,NA,48.64,26.69,39.19,15.3,0,1,0
19647200000000_3780,0.24,0,99.65,0,0.35,100,39.27,NA,80750,71,NA,15.64,NA,NA,NA,57.55,34.92,56.98,26.25,0,1,0
19647200000000_3781,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.27,NA,80750,71,NA,15.64,NA,NA,NA,57.55,34.92,56.98,26.25,0,1,0
19644400000000_3840,0.24,0,100,0,0,100,38.36,NA,NA,70,NA,38,NA,NA,NA,36.78,34.92,57.32,21.55,0,1,0
33670600000000_11,0.25,0,100,0,0,100,43.05,1980,33269,91,NA,13.61,NA,NA,NA,16.96,31.72,26.61,33.65,0,1,0
19642800000000_51,0.25,0,94.75,0,5.25,100,39.07,1954,88164,75,NA,10.74,NA,NA,NA,46.29,34.92,49.6,14.6,0,1,0
36678200000000_124,0.25,0,93.72,0,6.28,100,38.91,1965,89943,71,NA,12.96,NA,NA,NA,55.97,34.44,45.72,16.85,0,1,0
36678200000000_127,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.91,1965,89943,71,NA,12.96,NA,NA,NA,55.97,34.44,45.72,16.85,0,1,0
33752400000000_153,0.25,0,81.72,0,18.28,100,39.97,1924,NA,80,NA,13.39,NA,NA,NA,57.29,31.72,23.16,23.75,0,1,0
36750700000000_160,0.25,0,99.92,0,0.08,100,38.41,NA,69225,86,NA,16.17,NA,NA,NA,70.09,34.44,45.74,46.15,0,1,0
33670800000000_187,0.25,0,93.88,0,6.12,100,40.23,1992,64875,92,NA,32.5,NA,NA,NA,69.41,31.72,26.22,36.65,0,1,0
33671200000000_200,0.25,0,97.55,0,2.45,100,38.43,NA,90183,49,NA,25.5,NA,NA,NA,44.23,31.72,37.59,15.3,0,1,0
33671200000000_201,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.43,NA,90183,49,NA,25.5,NA,NA,NA,44.23,31.72,37.59,15.3,0,1,0
33671200000000_202,0.25,5.77,94.23,0,0,100,37.69,NA,90183,49,NA,25.5,NA,NA,NA,44.23,31.72,37.59,15.3,0,1,0
19648100000000_203,0.25,0,98.1,0,1.9,100,40.35,2016,54333,68,NA,16.7,NA,NA,NA,34.52,34.92,54.83,16.2,0,1,0
19648100000000_204,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.35,2016,54333,68,NA,16.7,NA,NA,NA,34.52,34.92,54.83,16.2,0,1,0
19648100000000_205,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.35,2016,54333,68,NA,16.7,NA,NA,NA,34.52,34.92,54.83,16.2,0,1,0
19643000000000_207,0.25,0,100,0,0,100,37.95,NA,97604,90,NA,2,NA,NA,NA,61.64,34.92,49.58,46.9,0,1,0
19644400000000_213,0.25,0,100,0,0,100,38.95,1955,NA,70,NA,15.64,NA,NA,NA,44.37,34.92,52.22,18.85,0,1,0
36678800000000_361,0.25,1.36,96.24,0,2.4,100,40.85,NA,36583,88,NA,11.22,NA,NA,NA,129.95,34.44,45.52,48.35,0,1,0
19734400000000_380,0.25,0,99.2,0,0.8,100,39.45,NA,47604,89,NA,10.6,NA,NA,NA,120.42,34.92,64.43,33.4,0,1,0
19643800000000_396,0.25,0,98.25,0,1.75,100,39.2,1969,82125,65,NA,19.94,NA,NA,NA,46.73,34.92,43.63,23.05,0,1,0
36678200000000_405,0.25,0,100,0,0,100,38.26,NA,58423,71,NA,14.29,NA,NA,NA,52.09,34.44,66.31,13.8,0,1,0
30666100000000_527,0.25,0,100,0,0,100,36.14,1965,133438,35,NA,20.39,NA,NA,NA,39.42,22.48,46.62,19.3,0,1,0
36103600000000_540,0.25,0,100,0,0,100,37.92,2004,64857,86,NA,42.73,NA,NA,NA,21.67,34.44,42.29,64.05,0,1,0
36103600000000_541,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.92,2004,64857,86,NA,42.73,NA,NA,NA,21.67,34.44,42.29,64.05,0,1,0
19734400000000_543,0.25,0,100,0,0,100,39.64,2015,69145,89,NA,13.63,NA,NA,NA,131.07,34.92,54,15.45,0,1,0
19734400000000_544,0.25,0,98.72,0,1.28,100,40.01,1896,31607,89,NA,46.95,NA,NA,NA,86.77,34.92,76.44,36,0,1,0
19648400000000_571,0.25,0,99.44,0,0.56,100,39.05,1993,81786,81,NA,15.13,NA,NA,NA,57.55,34.92,51.48,24.05,0,1,0
19647200000000_589,0.25,0,100,0,0,100,39.11,NA,87000,71,NA,7.21,NA,NA,NA,47.04,34.92,57.22,31.8,0,1,0
19647200000000_590,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.11,NA,87000,71,NA,7.21,NA,NA,NA,47.04,34.92,57.22,31.8,0,1,0
56726520000000_679,0.25,23.48,70.68,0,5.84,100,33.66,NA,NA,0,NA,NA,NA,NA,NA,53.83,26.69,44.95,20.8,0,1,0
36676780000000_801,0.25,0,100,0,0,100,37.95,NA,72411,0,897,NA,NA,NA,129,45.64,34.44,45.2,18.05,0,1,0
30665200000000_831,0.25,0,100,0,0,100,37.02,NA,86319,66,NA,19.94,NA,NA,NA,38.91,22.48,41.2,10.7,0,1,0
30666000000000_855,0.25,0,100,0,0,100,37.39,2006,74000,23,NA,8.11,NA,NA,NA,32.3,22.48,48.25,4.65,0,1,0
19734400000000_930,0.25,0,100,0,0,100,39.92,1955,31607,89,NA,17.54,NA,NA,NA,86.77,34.92,76.44,16.7,0,1,0
19649300000000_937,0.25,0,97.53,0,2.47,100,39.4,1948,50057,70,NA,16.18,NA,NA,NA,35.75,34.92,69.48,5.85,0,1,0
19648400000000_958,0.25,0,99.76,0,0.24,100,39.11,NA,93229,81,NA,11.23,NA,NA,NA,35.39,34.92,43.8,14.3,0,1,0
36677100000000_1023,0.25,0,100,0,0,100,39.16,NA,NA,82,NA,28.3,NA,NA,NA,39.51,34.44,46.85,25.25,0,1,0
36677100000000_1024,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.16,NA,NA,82,NA,28.3,NA,NA,NA,39.51,34.44,46.85,25.25,0,1,0
19734400000000_1033,0.25,0,98.77,0,1.23,100,39.45,NA,84851,89,NA,12.91,NA,NA,NA,83.19,34.92,49.76,23.85,0,1,0
19646300000000_1043,0.25,0,100,0,0,100,37.73,NA,130559,49,NA,10.13,NA,NA,NA,55.46,34.92,45.82,28.55,0,1,0
30665200000000_1103,0.25,1.06,98.94,0,0,100,37.89,NA,95625,66,NA,9.29,NA,NA,NA,42.9,22.48,40.94,17.65,0,1,0
30664600000000_1158,0.25,0.64,98.8,0,0.56,100,38.03,NA,122679,58,NA,17.01,NA,NA,NA,50.87,22.48,50.52,11.7,0,1,0
36750500000000_1159,0.25,5.18,65.18,0,29.64,100,41.65,NA,90000,83,1527.5,91.62,16.67,NA,NA,52.57,34.92,37.11,NA,0,1,0
33670900000000_1189,0.25,0,76.61,0,23.39,100,40.2,1992,84805,48,NA,11.61,NA,NA,NA,38.86,31.72,63.21,21.65,0,1,0
33669900000000_1295,0.25,0,20.97,0,79.03,100,41.52,1949,36750,89,NA,19.78,NA,NA,NA,101.72,31.72,51.02,41.15,0,1,0
19643000000000_1415,0.25,0,100,0,0,100,41.04,NA,75625,90,NA,10.49,NA,NA,NA,42.57,34.92,71.36,22.9,0,1,0
19648400000000_1490,0.25,0,98.27,0,1.73,100,38.46,NA,83571,81,NA,20.29,NA,NA,NA,57.55,34.92,46.59,13,0,1,0
19734400000000_1532,0.25,0,100,0,0,100,39.77,1925,130250,89,NA,17.13,NA,NA,NA,92.82,34.92,68.8,26.75,0,1,0
36678200000000_1561,0.25,0,98.72,0,1.28,100,38.36,NA,84643,71,NA,12.11,NA,NA,NA,62.92,34.44,43.56,19.1,0,1,0
30666100000000_1639,0.25,0,97.77,0,2.23,100,35.88,NA,77500,35,NA,19.69,NA,NA,NA,23.47,22.48,48.4,26.15,0,1,0
19650400000000_1746,0.25,0,99.9,0,0.1,100,38.64,1937,75000,88,NA,14.19,NA,NA,NA,47.14,34.92,50.72,19.45,0,1,0
19650400000000_1747,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.64,1937,75000,88,NA,14.19,NA,NA,NA,47.14,34.92,50.72,19.45,0,1,0
19650400000000_1748,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.64,1937,75000,88,NA,14.19,NA,NA,NA,47.14,34.92,50.72,19.45,0,1,0
30665200000000_1788,0.25,0,100,0,0,100,37.52,NA,47813,66,NA,10.22,NA,NA,NA,36.99,22.48,42.28,14.6,0,1,0
19647700000000_1794,0.25,0,100,0,0,100,39.2,NA,37589,39,NA,19.07,NA,NA,NA,62.82,34.92,59.47,43.3,0,1,0
19648100000000_1813,0.25,0,98.7,0,1.3,100,40.64,NA,NA,68,NA,26.47,NA,NA,NA,35.41,34.92,40.26,0.3,0,1,0
30665200000000_1859,0.25,0,98.23,0,1.77,100,37.52,NA,97083,66,NA,7.01,NA,NA,NA,37.07,22.48,35.75,47.45,0,1,0
19753300000000_1930,0.25,0,100,0,0,100,34.96,NA,165500,3,NA,26.38,NA,NA,NA,12.44,34.92,56.04,4.7,0,1,0
33672300000000_1954,0.25,1.9,84.98,0,13.12,100,38.79,2007,NA,71,NA,20.18,NA,NA,NA,40.53,31.72,33.33,18.4,0,1,0
33671200000000_1963,0.25,0,93.63,0,6.37,100,41.08,NA,77955,49,NA,14.17,NA,NA,NA,56.33,31.72,29.63,31.25,0,1,0
33671200000000_1964,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.08,NA,77955,49,NA,14.17,NA,NA,NA,56.33,31.72,29.63,31.25,0,1,0
15638300000000_2015,0.25,0,48.96,0,51.04,100,39.97,NA,NA,29,NA,0.75,NA,NA,NA,62.2,27.08,43.26,96.35,0,1,0
36677900000000_2075,0.25,0,99.36,0,0.64,100,38.03,NA,92321,54,NA,16.38,NA,NA,NA,54.05,34.44,57.86,25.65,0,1,0
36677900000000_2076,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.03,NA,92321,54,NA,16.38,NA,NA,NA,54.05,34.44,57.86,25.65,0,1,0
15638300000000_2139,0.25,0,2.94,0,97.06,100,39.59,1993,NA,29,NA,NA,NA,NA,NA,62.2,27.08,43.26,NA,0,1,0
54718400000000_2153,0.25,0,98.62,0,1.38,100,40.91,2010,33313,80,NA,NA,NA,NA,NA,61.64,28.45,45.9,NA,0,1,0
15638300000000_2184,0.25,0,100,0,0,100,39.34,1993,NA,29,NA,NA,NA,NA,NA,62.2,27.08,43.26,NA,0,1,0
54720700000000_2221,0.25,0,100,0,0,100,40.09,NA,38515,0,NA,NA,NA,NA,NA,61.64,28.45,46.22,NA,0,1,0
19649200000000_2236,0.25,0,99.79,0,0.21,100,34.82,NA,NA,0,NA,NA,NA,NA,NA,20.23,34.92,40.91,NA,0,1,0
19647700000000_2242,0.25,0,100,0,0,100,39.14,NA,65179,39,NA,NA,NA,NA,NA,67.6,34.92,67.58,NA,0,1,0
54720700000000_2251,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.09,NA,38515,0,NA,NA,NA,NA,NA,61.64,28.45,46.22,NA,0,1,0
54720700000000_2254,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.09,NA,38515,0,NA,NA,NA,NA,NA,61.64,28.45,46.22,NA,0,1,0
54720700000000_2255,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.09,NA,38515,0,NA,NA,NA,NA,NA,61.64,28.45,46.22,NA,0,1,0
19647900000000_2274,0.25,0,100,0,0,100,39.3,NA,58657,61,NA,NA,NA,NA,NA,46.9,34.92,68.87,NA,0,1,0
33671700000000_2276,0.25,0,98.89,0,1.11,100,44.53,2000,66750,96,NA,NA,NA,NA,NA,49.27,31.72,21.81,NA,0,1,0
33672000000000_2369,0.25,0,56.51,0,43.49,100,44.09,NA,NA,69,NA,NA,NA,NA,NA,56.63,31.72,49.95,NA,0,1,0
19647900000000_2461,0.25,0,100,0,0,100,39.27,NA,58657,61,NA,NA,NA,NA,NA,46.9,34.92,68.87,NA,0,1,0
54720700000000_2491,0.25,0,100,0,0,100,40.05,NA,29299,0,NA,NA,NA,NA,NA,61.64,28.45,44.85,NA,0,1,0
19647900000000_2507,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.3,NA,58657,61,NA,NA,NA,NA,NA,46.9,34.92,68.87,NA,0,1,0
19770200000000_2521,0.25,0,100,0,0,100,37.77,2016,80739,0,NA,NA,NA,NA,NA,61.64,34.92,49.58,NA,0,1,0
19753400000000_2556,0.25,0,100,0,0,100,33.91,2008,169403,22,NA,0.75,NA,NA,NA,16.47,34.92,49.83,93.3,0,1,0
30665300000000_2584,0.25,0,100,0,0,100,34.26,NA,129750,30,NA,NA,NA,NA,42,27.13,22.48,44.02,NA,0,1,0
19645300000000_2613,0.25,0,100,0,0,100,38.98,NA,85952,76,NA,23.38,NA,NA,NA,57.49,34.92,57.74,18.75,0,1,0
30665200000000_2646,0.25,0,100,0,0,100,37.64,1992,54865,66,NA,28.2,NA,NA,NA,45.41,22.48,52.57,21.4,0,1,0
19753300000000_2722,0.25,0,100,0,0,100,33.64,NA,227857,3,NA,26.38,NA,NA,NA,13.27,34.92,47.34,3.65,0,1,0
19648100000000_2849,0.25,0,98.88,0,1.12,100,39.36,NA,81458,68,NA,9.89,NA,NA,NA,35.93,34.92,66.91,11.35,0,1,0
19643000000000_2875,0.25,0,100,0,0,100,37.92,NA,97604,90,NA,9.38,NA,NA,NA,61.64,34.92,49.58,29.4,0,1,0
19643000000000_2876,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.92,NA,97604,90,NA,9.38,NA,NA,NA,61.64,34.92,49.58,29.4,0,1,0
19734400000000_3012,0.25,0,100,0,0,100,40.14,NA,NA,89,NA,13.35,NA,NA,NA,131.07,34.92,54,7.15,0,1,0
19734400000000_3014,0.25,0,100,0,0,100,39.89,NA,66648,89,NA,14.36,NA,NA,NA,95.67,34.92,50.51,29.1,0,1,0
19734400000000_3016,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.89,NA,66648,89,NA,14.36,NA,NA,NA,95.67,34.92,50.51,29.1,0,1,0
19647700000000_3026,0.25,0,100,0,0,100,38.96,NA,51991,39,NA,31.45,NA,NA,NA,56.87,34.92,50.59,34,0,1,0
33670900000000_3066,0.25,0,96.5,0,3.5,100,38.61,1958,NA,48,NA,14.08,NA,NA,NA,57.33,31.72,52.7,35.75,0,1,0
33670900000000_3067,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.61,1958,NA,48,NA,14.08,NA,NA,NA,57.33,31.72,52.7,35.75,0,1,0
30665300000000_3071,0.25,0,100,0,0,100,35.08,NA,130000,30,NA,15.35,NA,NA,42,31.91,22.48,33.24,5.7,0,1,0
30665300000000_3072,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.08,NA,130000,30,NA,15.35,NA,NA,42,31.91,22.48,33.24,5.7,0,1,0
33671200000000_3158,0.25,0,68.81,0,31.19,100,36.92,1992,67891,49,NA,20.38,NA,NA,NA,54,31.72,44.7,26.15,0,1,0
19643000000000_3253,0.25,0,100,0,0,100,37.77,NA,97604,90,NA,8.1,NA,NA,NA,61.64,34.92,49.58,73.85,0,1,0
19643000000000_3254,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.77,NA,97604,90,NA,8.1,NA,NA,NA,61.64,34.92,49.58,73.85,0,1,0
19643000000000_3255,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.77,NA,97604,90,NA,8.1,NA,NA,NA,61.64,34.92,49.58,73.85,0,1,0
36677100000000_3313,0.25,0,98.58,0,1.42,100,37.47,2006,NA,82,NA,79.42,NA,NA,NA,35.54,34.44,42.51,20.85,0,1,0
36677100000000_3314,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.47,2006,NA,82,NA,79.42,NA,NA,NA,35.54,34.44,42.51,20.85,0,1,0
